Unnamed: 0,year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
155767,2013,3,21,1959.0,4.0,2133.0,2.0,9E,N8758D,4127,JFK,IAD,45.0,228,19.0,59.0
155879,2013,3,21,,,,,EV,N820AS,5714,JFK,IAD,,228,,
155895,2013,3,22,555.0,-5.0,706.0,-9.0,EV,N827AS,5716,JFK,IAD,45.0,228,5.0,55.0
155964,2013,3,22,652.0,-3.0,808.0,-5.0,B6,N198JB,1305,JFK,IAD,52.0,228,6.0,52.0
156176,2013,3,22,1006.0,1.0,1125.0,5.0,EV,N827AS,5711,JFK,IAD,52.0,228,10.0,6.0
156400,2013,3,22,1455.0,60.0,1617.0,64.0,EV,N825AS,5712,JFK,IAD,50.0,228,14.0,55.0
156405,2013,3,22,1459.0,-6.0,1650.0,10.0,9E,N8646A,4105,JFK,IAD,51.0,228,14.0,59.0
156620,2013,3,22,1810.0,10.0,1915.0,-2.0,B6,N203JB,1307,JFK,IAD,49.0,228,18.0,10.0
156707,2013,3,22,1926.0,16.0,2047.0,19.0,EV,N836AS,5714,JFK,IAD,54.0,228,19.0,26.0
156734,2013,3,22,1957.0,2.0,2124.0,-7.0,9E,N8646A,4127,JFK,IAD,49.0,228,19.0,57.0
156881,2013,3,23,600.0,0.0,738.0,23.0,EV,N828AS,5716,JFK,IAD,50.0,228,6.0,0.0
156992,2013,3,23,812.0,10.0,928.0,9.0,B6,N229JB,1305,JFK,IAD,48.0,228,8.0,12.0
157092,2013,3,23,1004.0,-1.0,1131.0,11.0,EV,N836AS,5711,JFK,IAD,49.0,228,10.0,4.0
157273,2013,3,23,1444.0,19.0,1609.0,26.0,EV,N825AS,5712,JFK,IAD,54.0,228,14.0,44.0
157304,2013,3,23,1517.0,-3.0,1642.0,-12.0,9E,N8888D,4105,JFK,IAD,50.0,228,15.0,17.0
157504,2013,3,23,1901.0,1.0,2039.0,21.0,EV,N836AS,5714,JFK,IAD,47.0,228,19.0,1.0
157545,2013,3,23,1950.0,-5.0,2149.0,20.0,9E,N8888D,4127,JFK,IAD,48.0,228,19.0,50.0
157729,2013,3,24,756.0,-6.0,904.0,-15.0,B6,N239JB,1305,JFK,IAD,50.0,228,7.0,56.0
157869,2013,3,24,1020.0,15.0,1124.0,4.0,EV,N825AS,5711,JFK,IAD,46.0,228,10.0,20.0
158047,2013,3,24,1416.0,16.0,1528.0,10.0,EV,N877AS,5712,JFK,IAD,43.0,228,14.0,16.0
158086,2013,3,24,1459.0,-6.0,1622.0,-18.0,9E,N800AY,4105,JFK,IAD,43.0,228,14.0,59.0
158327,2013,3,24,1845.0,45.0,1955.0,38.0,B6,N324JB,1307,JFK,IAD,48.0,228,18.0,45.0
158386,2013,3,24,1953.0,48.0,2114.0,51.0,EV,N877AS,5714,JFK,IAD,41.0,228,19.0,53.0
158438,2013,3,24,2041.0,46.0,2153.0,22.0,9E,N8477R,4127,JFK,IAD,45.0,228,20.0,41.0
158523,2013,3,24,,,,,EV,N828AS,5716,JFK,IAD,,228,,
158540,2013,3,25,551.0,-9.0,702.0,-13.0,EV,N826AS,5716,JFK,IAD,48.0,228,5.0,51.0
158607,2013,3,25,646.0,-9.0,759.0,-14.0,B6,N324JB,1305,JFK,IAD,52.0,228,6.0,46.0
158901,2013,3,25,1200.0,115.0,1328.0,128.0,EV,N829AS,5711,JFK,IAD,56.0,228,12.0,0.0
159085,2013,3,25,1601.0,56.0,1717.0,37.0,9E,N8698A,4105,JFK,IAD,53.0,228,16.0,1.0
159291,2013,3,25,1940.0,345.0,2050.0,337.0,EV,N826AS,5712,JFK,IAD,49.0,228,19.0,40.0
159302,2013,3,25,1953.0,43.0,2104.0,36.0,EV,N877AS,5714,JFK,IAD,47.0,228,19.0,53.0
159341,2013,3,25,2040.0,160.0,2156.0,159.0,B6,N229JB,1307,JFK,IAD,52.0,228,20.0,40.0
159498,2013,3,25,,,,,9E,,4127,JFK,IAD,,228,,
159530,2013,3,26,557.0,-3.0,702.0,-13.0,EV,N820AS,5716,JFK,IAD,43.0,228,5.0,57.0
159593,2013,3,26,651.0,-4.0,801.0,-12.0,B6,N353JB,1305,JFK,IAD,50.0,228,6.0,51.0
159812,2013,3,26,1013.0,8.0,1126.0,6.0,EV,N832AS,5711,JFK,IAD,47.0,228,10.0,13.0
159980,2013,3,26,1350.0,-5.0,1455.0,-18.0,EV,N827AS,5712,JFK,IAD,44.0,228,13.0,50.0
160057,2013,3,26,1500.0,-5.0,1633.0,-7.0,9E,N8907A,4105,JFK,IAD,49.0,228,15.0,0.0
160256,2013,3,26,1758.0,-2.0,1901.0,-16.0,B6,N238JB,1307,JFK,IAD,47.0,228,17.0,58.0
160327,2013,3,26,1904.0,-6.0,2014.0,-14.0,EV,N836AS,5714,JFK,IAD,47.0,228,19.0,4.0
160376,2013,3,26,1949.0,-6.0,2059.0,-32.0,9E,N8907A,4127,JFK,IAD,55.0,228,19.0,49.0
160492,2013,3,27,554.0,-6.0,700.0,-15.0,EV,N877AS,5716,JFK,IAD,46.0,228,5.0,54.0
160563,2013,3,27,652.0,-3.0,800.0,-13.0,B6,N249JB,1305,JFK,IAD,48.0,228,6.0,52.0
160764,2013,3,27,956.0,-9.0,1114.0,-6.0,EV,N828AS,5711,JFK,IAD,52.0,228,9.0,56.0
160952,2013,3,27,1351.0,-4.0,1508.0,-5.0,EV,N829AS,5712,JFK,IAD,47.0,228,13.0,51.0
161023,2013,3,27,1502.0,-3.0,1630.0,-10.0,9E,N8477R,4105,JFK,IAD,49.0,228,15.0,2.0
161221,2013,3,27,1754.0,-6.0,1917.0,0.0,B6,N334JB,1307,JFK,IAD,47.0,228,17.0,54.0
161293,2013,3,27,1858.0,-12.0,2027.0,-1.0,EV,N832AS,5714,JFK,IAD,50.0,228,18.0,58.0
161345,2013,3,27,1948.0,-7.0,2113.0,-18.0,9E,N8477R,4127,JFK,IAD,48.0,228,19.0,48.0
161475,2013,3,28,555.0,-5.0,731.0,16.0,EV,N828AS,5716,JFK,IAD,51.0,228,5.0,55.0
161541,2013,3,28,650.0,-5.0,803.0,-10.0,B6,N324JB,1305,JFK,IAD,48.0,228,6.0,50.0
161754,2013,3,28,1000.0,-5.0,1117.0,-3.0,EV,N836AS,5711,JFK,IAD,48.0,228,10.0,0.0
161986,2013,3,28,1454.0,-11.0,1629.0,-11.0,9E,N8930E,4105,JFK,IAD,43.0,228,14.0,54.0
162106,2013,3,28,1630.0,155.0,1755.0,162.0,EV,N825AS,5712,JFK,IAD,44.0,228,16.0,30.0
162221,2013,3,28,1809.0,9.0,1933.0,16.0,B6,N348JB,1307,JFK,IAD,46.0,228,18.0,9.0
162327,2013,3,28,1953.0,43.0,2111.0,43.0,EV,N825AS,5714,JFK,IAD,52.0,228,19.0,53.0
162343,2013,3,28,2004.0,9.0,2126.0,-5.0,9E,N8588D,4127,JFK,IAD,46.0,228,20.0,4.0
162461,2013,3,29,557.0,-3.0,714.0,-1.0,EV,N877AS,5716,JFK,IAD,48.0,228,5.0,57.0
162522,2013,3,29,652.0,-3.0,756.0,-17.0,B6,N267JB,1305,JFK,IAD,44.0,228,6.0,52.0
162733,2013,3,29,1005.0,0.0,1129.0,9.0,EV,N833AS,5711,JFK,IAD,46.0,228,10.0,5.0
162912,2013,3,29,1359.0,4.0,1507.0,-6.0,EV,N825AS,5712,JFK,IAD,45.0,228,13.0,59.0
162965,2013,3,29,1454.0,-11.0,1639.0,-1.0,9E,N8847A,4105,JFK,IAD,49.0,228,14.0,54.0
163193,2013,3,29,1814.0,14.0,1920.0,3.0,B6,N238JB,1307,JFK,IAD,48.0,228,18.0,14.0
163273,2013,3,29,1923.0,13.0,2039.0,11.0,EV,N836AS,5714,JFK,IAD,50.0,228,19.0,23.0
163314,2013,3,29,1955.0,0.0,2111.0,-20.0,9E,N8847A,4127,JFK,IAD,52.0,228,19.0,55.0
163428,2013,3,30,555.0,-5.0,657.0,-18.0,EV,N830AS,5716,JFK,IAD,44.0,228,5.0,55.0
163535,2013,3,30,802.0,0.0,911.0,-8.0,B6,N198JB,1305,JFK,IAD,47.0,228,8.0,2.0
163660,2013,3,30,1014.0,9.0,1143.0,23.0,EV,N834AS,5711,JFK,IAD,46.0,228,10.0,14.0
163824,2013,3,30,1435.0,10.0,1543.0,0.0,EV,N827AS,5712,JFK,IAD,45.0,228,14.0,35.0
163869,2013,3,30,1512.0,-8.0,1637.0,-17.0,9E,N8659B,4105,JFK,IAD,45.0,228,15.0,12.0
164084,2013,3,30,1908.0,8.0,2020.0,2.0,EV,N820AS,5714,JFK,IAD,47.0,228,19.0,8.0
164112,2013,3,30,1948.0,-7.0,2056.0,-33.0,9E,N8659B,4127,JFK,IAD,46.0,228,19.0,48.0
164197,2013,3,31,555.0,-5.0,658.0,-17.0,EV,N820AS,5716,JFK,IAD,45.0,228,5.0,55.0
164227,2013,3,31,637.0,-3.0,744.0,-9.0,B6,N298JB,1305,JFK,IAD,46.0,228,6.0,37.0
164394,2013,3,31,944.0,-15.0,1053.0,-21.0,EV,N877AS,5711,JFK,IAD,51.0,228,9.0,44.0
164577,2013,3,31,1353.0,-7.0,1526.0,8.0,EV,N877AS,5712,JFK,IAD,57.0,228,13.0,53.0
164639,2013,3,31,1454.0,-11.0,1619.0,-21.0,9E,N8560F,4105,JFK,IAD,48.0,228,14.0,54.0
164817,2013,3,31,1728.0,-2.0,1847.0,-11.0,B6,N298JB,1307,JFK,IAD,48.0,228,17.0,28.0
164952,2013,3,31,1945.0,15.0,2113.0,25.0,EV,N909EV,5714,JFK,IAD,46.0,228,19.0,45.0
164989,2013,3,31,2020.0,25.0,2133.0,2.0,9E,N8560F,4127,JFK,IAD,45.0,228,20.0,20.0
165352,2013,4,1,940.0,80.0,1051.0,67.0,9E,N8604C,4051,JFK,BWI,41.0,184,9.0,40.0
165705,2013,4,1,1627.0,44.0,1807.0,57.0,9E,N8940E,4135,JFK,BWI,44.0,184,16.0,27.0
165831,2013,4,1,1830.0,-5.0,1940.0,-10.0,MQ,N680MQ,3944,JFK,BWI,46.0,184,18.0,30.0
165908,2013,4,1,1938.0,39.0,2046.0,19.0,9E,N8736A,4091,JFK,BWI,43.0,184,19.0,38.0
166261,2013,4,2,841.0,21.0,948.0,4.0,9E,N8905F,4051,JFK,BWI,43.0,184,8.0,41.0
166744,2013,4,2,1719.0,96.0,1848.0,98.0,9E,N8733G,4135,JFK,BWI,45.0,184,17.0,19.0
166855,2013,4,2,1857.0,-3.0,2023.0,-5.0,9E,N8884E,4091,JFK,BWI,39.0,184,18.0,57.0
166976,2013,4,2,2107.0,157.0,2221.0,161.0,MQ,N655MQ,3944,JFK,BWI,39.0,184,21.0,7.0
167210,2013,4,3,810.0,-10.0,930.0,-14.0,9E,N8432A,4051,JFK,BWI,38.0,184,8.0,10.0
167624,2013,4,3,1539.0,-4.0,1722.0,12.0,9E,N8412F,4135,JFK,BWI,44.0,184,15.0,39.0
167817,2013,4,3,1826.0,-4.0,1947.0,7.0,MQ,N932MQ,3944,JFK,BWI,38.0,184,18.0,26.0
167922,2013,4,3,1951.0,51.0,2131.0,63.0,9E,N8839E,4091,JFK,BWI,34.0,184,19.0,51.0
168205,2013,4,4,812.0,-8.0,922.0,-22.0,9E,N8839E,4051,JFK,BWI,39.0,184,8.0,12.0
168613,2013,4,4,1544.0,1.0,1658.0,-12.0,9E,N8839E,4135,JFK,BWI,38.0,184,15.0,44.0
168804,2013,4,4,1827.0,-3.0,1943.0,3.0,MQ,N678MQ,3944,JFK,BWI,47.0,184,18.0,27.0
168826,2013,4,4,1852.0,-8.0,2019.0,-9.0,9E,N8942A,4091,JFK,BWI,44.0,184,18.0,52.0
169184,2013,4,5,812.0,-8.0,931.0,-13.0,9E,N8942A,4051,JFK,BWI,43.0,184,8.0,12.0
169591,2013,4,5,1536.0,-7.0,1707.0,-3.0,9E,N8869B,4135,JFK,BWI,39.0,184,15.0,36.0
169776,2013,4,5,1825.0,-5.0,1930.0,-10.0,MQ,N655MQ,3944,JFK,BWI,38.0,184,18.0,25.0
169812,2013,4,5,1855.0,-5.0,2041.0,13.0,9E,N831AY,4091,JFK,BWI,41.0,184,18.0,55.0
170366,2013,4,6,1337.0,317.0,1437.0,295.0,9E,N8475B,4051,JFK,BWI,38.0,184,13.0,37.0
170567,2013,4,6,1712.0,87.0,1823.0,73.0,9E,N8475B,4135,JFK,BWI,35.0,184,17.0,12.0
170642,2013,4,6,1853.0,23.0,1953.0,13.0,MQ,N634MQ,3944,JFK,BWI,36.0,184,18.0,53.0
170651,2013,4,6,1901.0,2.0,2013.0,-12.0,9E,N8836A,4091,JFK,BWI,36.0,184,19.0,1.0
170897,2013,4,7,817.0,-3.0,915.0,-29.0,9E,N8475B,4051,JFK,BWI,38.0,184,8.0,17.0
171279,2013,4,7,1538.0,-5.0,1651.0,-19.0,9E,N8475B,4135,JFK,BWI,38.0,184,15.0,38.0
171460,2013,4,7,1822.0,-8.0,1927.0,-13.0,MQ,N626MQ,3944,JFK,BWI,40.0,184,18.0,22.0
171502,2013,4,7,1857.0,-3.0,2020.0,-8.0,9E,N8800G,4091,JFK,BWI,43.0,184,18.0,57.0
172253,2013,4,8,1538.0,-7.0,1650.0,-22.0,9E,N8794B,3580,JFK,BWI,37.0,184,15.0,38.0
172522,2013,4,8,1929.0,14.0,2117.0,33.0,9E,N925XJ,3369,JFK,BWI,38.0,184,19.0,29.0
172649,2013,4,8,,,,,MQ,N939MQ,3944,JFK,BWI,,184,,
173394,2013,4,9,1822.0,157.0,1920.0,128.0,9E,N8794B,3580,JFK,BWI,41.0,184,18.0,22.0
173405,2013,4,9,1826.0,-4.0,1927.0,-13.0,MQ,N628MQ,3944,JFK,BWI,38.0,184,18.0,26.0
173477,2013,4,9,1928.0,13.0,2022.0,-22.0,9E,N908XJ,3369,JFK,BWI,35.0,184,19.0,28.0
174240,2013,4,10,1548.0,3.0,1702.0,-10.0,9E,N8665A,3580,JFK,BWI,40.0,184,15.0,48.0
174382,2013,4,10,1818.0,-12.0,1942.0,2.0,MQ,N659MQ,3944,JFK,BWI,41.0,184,18.0,18.0
174566,2013,4,10,,,,,9E,,3369,JFK,BWI,,184,,
175347,2013,4,11,1826.0,-4.0,1932.0,-8.0,MQ,N678MQ,3944,JFK,BWI,46.0,184,18.0,26.0
175370,2013,4,11,1847.0,182.0,1950.0,158.0,9E,N8631E,3580,JFK,BWI,44.0,184,18.0,47.0
175433,2013,4,11,1951.0,36.0,2136.0,52.0,9E,N919XJ,3369,JFK,BWI,49.0,184,19.0,51.0
176156,2013,4,12,1610.0,25.0,1745.0,33.0,9E,N800AY,3580,JFK,BWI,39.0,184,16.0,10.0
176293,2013,4,12,1832.0,2.0,1939.0,-1.0,MQ,N617MQ,3944,JFK,BWI,42.0,184,18.0,32.0
176338,2013,4,12,1913.0,-2.0,2025.0,-19.0,9E,N925XJ,3369,JFK,BWI,39.0,184,19.0,13.0
176765,2013,4,13,841.0,6.0,1021.0,26.0,9E,N8948B,4051,JFK,BWI,37.0,184,8.0,41.0
177064,2013,4,13,1523.0,-2.0,1648.0,-2.0,9E,N8800G,3580,JFK,BWI,41.0,184,15.0,23.0
177237,2013,4,13,1832.0,2.0,1932.0,-8.0,MQ,N677MQ,3944,JFK,BWI,41.0,184,18.0,32.0
177261,2013,4,13,1906.0,-9.0,2008.0,-34.0,9E,N916XJ,3369,JFK,BWI,45.0,184,19.0,6.0
177914,2013,4,14,1556.0,11.0,1721.0,9.0,9E,N805AY,3580,JFK,BWI,39.0,184,15.0,56.0
178088,2013,4,14,1833.0,3.0,1935.0,-5.0,MQ,N675MQ,3944,JFK,BWI,39.0,184,18.0,33.0
178126,2013,4,14,1908.0,-7.0,2004.0,-40.0,9E,N930XJ,3369,JFK,BWI,35.0,184,19.0,8.0
178883,2013,4,15,1543.0,-2.0,1655.0,-17.0,9E,N8432A,3580,JFK,BWI,38.0,184,15.0,43.0
179073,2013,4,15,1824.0,-6.0,1934.0,-6.0,MQ,N655MQ,3944,JFK,BWI,41.0,184,18.0,24.0
179119,2013,4,15,1905.0,-10.0,2005.0,-39.0,9E,N933XJ,3369,JFK,BWI,39.0,184,19.0,5.0
179832,2013,4,16,1539.0,-6.0,1651.0,-21.0,9E,N8659B,3580,JFK,BWI,40.0,184,15.0,39.0
180063,2013,4,16,1908.0,-7.0,2023.0,-21.0,9E,N916XJ,3369,JFK,BWI,39.0,184,19.0,8.0
180145,2013,4,16,2037.0,127.0,2140.0,120.0,MQ,N931MQ,3944,JFK,BWI,38.0,184,20.0,37.0
181046,2013,4,17,1906.0,-9.0,2012.0,-32.0,9E,N937XJ,3369,JFK,BWI,37.0,184,19.0,6.0
181053,2013,4,17,1910.0,205.0,2017.0,185.0,9E,N8432A,3580,JFK,BWI,38.0,184,19.0,10.0
181233,2013,4,17,,,,,MQ,N907MQ,3944,JFK,BWI,,184,,
181791,2013,4,18,1537.0,-8.0,1649.0,-23.0,9E,N8646A,3580,JFK,BWI,40.0,184,15.0,37.0
182015,2013,4,18,1907.0,-8.0,2054.0,10.0,9E,N918XJ,3369,JFK,BWI,37.0,184,19.0,7.0
182222,2013,4,18,,,,,MQ,N636MQ,3944,JFK,BWI,,184,,
182938,2013,4,19,1821.0,156.0,,,9E,N8869B,3580,JFK,BWI,,184,18.0,21.0
183077,2013,4,19,2257.0,222.0,26.0,222.0,9E,N920XJ,3369,JFK,BWI,53.0,184,22.0,57.0
183203,2013,4,19,,,,,MQ,N606MQ,3944,JFK,BWI,,184,,
183368,2013,4,20,830.0,-5.0,951.0,-4.0,9E,N8886A,4051,JFK,BWI,41.0,184,8.0,30.0
183666,2013,4,20,1519.0,-6.0,1637.0,-13.0,9E,N8797A,3580,JFK,BWI,37.0,184,15.0,19.0
183847,2013,4,20,1822.0,-8.0,1924.0,-16.0,MQ,N684MQ,3944,JFK,BWI,39.0,184,18.0,22.0
183875,2013,4,20,1908.0,-7.0,2008.0,-34.0,9E,N602LR,3369,JFK,BWI,42.0,184,19.0,8.0
184548,2013,4,21,1603.0,18.0,1731.0,19.0,9E,N8836A,3580,JFK,BWI,36.0,184,16.0,3.0
184700,2013,4,21,1824.0,-6.0,1917.0,-23.0,MQ,N642MQ,3944,JFK,BWI,38.0,184,18.0,24.0
184750,2013,4,21,1913.0,-2.0,2021.0,-23.0,9E,N934XJ,3369,JFK,BWI,40.0,184,19.0,13.0
185628,2013,4,22,1830.0,165.0,1945.0,153.0,9E,N8698A,3580,JFK,BWI,37.0,184,18.0,30.0
185862,2013,4,22,,,,,9E,,3369,JFK,BWI,,184,,
185888,2013,4,22,,,,,MQ,N625MQ,3944,JFK,BWI,,184,,
186512,2013,4,23,1643.0,58.0,1734.0,22.0,9E,N8432A,3580,JFK,BWI,35.0,184,16.0,43.0
186605,2013,4,23,1824.0,-6.0,1924.0,-16.0,MQ,N629MQ,3944,JFK,BWI,40.0,184,18.0,24.0
186672,2013,4,23,1924.0,9.0,2023.0,-21.0,9E,N936XJ,3369,JFK,BWI,35.0,184,19.0,24.0
187801,2013,4,24,,,,,9E,,3580,JFK,BWI,,184,,
187802,2013,4,24,,,,,9E,,3369,JFK,BWI,,184,,
187829,2013,4,24,,,,,MQ,N668MQ,3944,JFK,BWI,,184,,
188401,2013,4,25,1543.0,-2.0,1724.0,12.0,9E,N8543F,3580,JFK,BWI,37.0,184,15.0,43.0
188570,2013,4,25,1826.0,-4.0,1926.0,-14.0,MQ,N679MQ,3944,JFK,BWI,44.0,184,18.0,26.0
188616,2013,4,25,1908.0,-7.0,2006.0,-38.0,9E,N601LR,3369,JFK,BWI,37.0,184,19.0,8.0
189399,2013,4,26,1542.0,-3.0,1710.0,-2.0,9E,N8495B,3580,JFK,BWI,35.0,184,15.0,42.0
189563,2013,4,26,1824.0,-6.0,1919.0,-21.0,MQ,N653MQ,3944,JFK,BWI,34.0,184,18.0,24.0
189657,2013,4,26,1947.0,32.0,2105.0,21.0,9E,N931XJ,3369,JFK,BWI,33.0,184,19.0,47.0
190033,2013,4,27,1012.0,97.0,1107.0,72.0,9E,N821AY,4051,JFK,BWI,35.0,184,10.0,12.0
190252,2013,4,27,1518.0,-7.0,1628.0,-22.0,9E,N821AY,3580,JFK,BWI,40.0,184,15.0,18.0
190438,2013,4,27,1840.0,10.0,1934.0,-6.0,MQ,N932MQ,3944,JFK,BWI,34.0,184,18.0,40.0
190459,2013,4,27,1907.0,-8.0,2000.0,-42.0,9E,N924XJ,3369,JFK,BWI,36.0,184,19.0,7.0
191081,2013,4,28,1543.0,-2.0,1701.0,-11.0,9E,N821AY,3580,JFK,BWI,42.0,184,15.0,43.0
191266,2013,4,28,1825.0,-5.0,1925.0,-15.0,MQ,N685MQ,3944,JFK,BWI,41.0,184,18.0,25.0
191307,2013,4,28,1905.0,-10.0,2029.0,-15.0,9E,N919XJ,3369,JFK,BWI,38.0,184,19.0,5.0
192042,2013,4,29,1537.0,-8.0,1710.0,-2.0,9E,N8944B,3580,JFK,BWI,58.0,184,15.0,37.0
192240,2013,4,29,1822.0,-8.0,1936.0,-4.0,MQ,N618MQ,3944,JFK,BWI,42.0,184,18.0,22.0
192364,2013,4,29,2019.0,64.0,2137.0,53.0,9E,N924XJ,3369,JFK,BWI,47.0,184,20.0,19.0
193068,2013,4,30,1606.0,21.0,1728.0,16.0,9E,N8505Q,3580,JFK,BWI,38.0,184,16.0,6.0
193225,2013,4,30,1823.0,-7.0,1940.0,0.0,MQ,N600MQ,3944,JFK,BWI,36.0,184,18.0,23.0
193284,2013,4,30,1914.0,-1.0,2038.0,-6.0,9E,N927XJ,3369,JFK,BWI,37.0,184,19.0,14.0
165273,2013,4,1,825.0,0.0,959.0,14.0,MQ,N856MQ,4418,JFK,DCA,51.0,213,8.0,25.0
165371,2013,4,1,1004.0,84.0,1138.0,84.0,9E,N922XJ,3330,JFK,DCA,46.0,213,10.0,4.0
165404,2013,4,1,1054.0,-6.0,1212.0,-3.0,MQ,N9EAMQ,3792,JFK,DCA,56.0,213,10.0,54.0
165455,2013,4,1,1153.0,-7.0,1311.0,-4.0,MQ,N856MQ,4425,JFK,DCA,50.0,213,11.0,53.0
165599,2013,4,1,1458.0,-2.0,1629.0,-9.0,9E,N604LR,3393,JFK,DCA,48.0,213,14.0,58.0
165626,2013,4,1,1525.0,0.0,1707.0,12.0,MQ,N532MQ,3823,JFK,DCA,59.0,213,15.0,25.0
165793,2013,4,1,1749.0,44.0,1921.0,51.0,MQ,N802MQ,4410,JFK,DCA,60.0,213,17.0,49.0
165965,2013,4,1,2041.0,-4.0,2149.0,-30.0,9E,N926XJ,3395,JFK,DCA,56.0,213,20.0,41.0
166000,2013,4,1,2133.0,8.0,2257.0,17.0,MQ,N845MQ,4449,JFK,DCA,60.0,213,21.0,33.0
166191,2013,4,2,749.0,-6.0,910.0,0.0,MQ,N845MQ,4418,JFK,DCA,48.0,213,7.0,49.0
166248,2013,4,2,829.0,-11.0,943.0,-31.0,9E,N929XJ,3330,JFK,DCA,48.0,213,8.0,29.0
166386,2013,4,2,1103.0,3.0,1208.0,-2.0,MQ,N517MQ,3792,JFK,DCA,50.0,213,11.0,3.0
166425,2013,4,2,1148.0,-7.0,1300.0,-10.0,MQ,N845MQ,4425,JFK,DCA,53.0,213,11.0,48.0
166585,2013,4,2,1456.0,-9.0,1642.0,12.0,MQ,N9EAMQ,3823,JFK,DCA,60.0,213,14.0,56.0
166592,2013,4,2,1458.0,-2.0,1702.0,24.0,9E,N922XJ,3393,JFK,DCA,54.0,213,14.0,58.0
166728,2013,4,2,1702.0,2.0,1835.0,5.0,MQ,N818MQ,4410,JFK,DCA,55.0,213,17.0,2.0
166986,2013,4,2,2121.0,36.0,2216.0,-3.0,9E,N928XJ,3395,JFK,DCA,43.0,213,21.0,21.0
166995,2013,4,2,2130.0,50.0,2253.0,53.0,MQ,N813MQ,4449,JFK,DCA,51.0,213,21.0,30.0
167177,2013,4,3,748.0,-7.0,908.0,-2.0,MQ,N852MQ,4418,JFK,DCA,56.0,213,7.0,48.0
167248,2013,4,3,842.0,2.0,1000.0,-14.0,9E,N907XJ,3330,JFK,DCA,44.0,213,8.0,42.0
167381,2013,4,3,1112.0,12.0,1228.0,18.0,MQ,N512MQ,3792,JFK,DCA,63.0,213,11.0,12.0
167415,2013,4,3,1153.0,-2.0,1304.0,-6.0,MQ,N852MQ,4425,JFK,DCA,53.0,213,11.0,53.0
167573,2013,4,3,1452.0,-8.0,1558.0,-40.0,9E,N929XJ,3393,JFK,DCA,41.0,213,14.0,52.0
167583,2013,4,3,1500.0,-5.0,1623.0,-7.0,MQ,N528MQ,3823,JFK,DCA,53.0,213,15.0,0.0
167719,2013,4,3,1655.0,-5.0,1816.0,-14.0,MQ,N813MQ,4410,JFK,DCA,53.0,213,16.0,55.0
167958,2013,4,3,2034.0,-6.0,2207.0,7.0,MQ,N824MQ,4449,JFK,DCA,50.0,213,20.0,34.0
167971,2013,4,3,2050.0,5.0,2215.0,-4.0,9E,N906XJ,3395,JFK,DCA,47.0,213,20.0,50.0
168187,2013,4,4,757.0,2.0,925.0,15.0,MQ,N802MQ,4418,JFK,DCA,49.0,213,7.0,57.0
168237,2013,4,4,839.0,-1.0,950.0,-24.0,9E,N915XJ,3330,JFK,DCA,41.0,213,8.0,39.0
168354,2013,4,4,1056.0,-4.0,1205.0,-5.0,MQ,N518MQ,3792,JFK,DCA,46.0,213,10.0,56.0
168396,2013,4,4,1149.0,-6.0,1257.0,-13.0,MQ,N802MQ,4425,JFK,DCA,51.0,213,11.0,49.0
168565,2013,4,4,1459.0,-1.0,1619.0,-19.0,9E,N604LR,3393,JFK,DCA,41.0,213,14.0,59.0
168569,2013,4,4,1501.0,-4.0,1643.0,13.0,MQ,N512MQ,3823,JFK,DCA,51.0,213,15.0,1.0
168720,2013,4,4,1708.0,8.0,1830.0,0.0,MQ,N821MQ,4410,JFK,DCA,56.0,213,17.0,8.0
168930,2013,4,4,2037.0,-8.0,2154.0,-25.0,9E,N933XJ,3395,JFK,DCA,47.0,213,20.0,37.0
168946,2013,4,4,2051.0,11.0,2215.0,15.0,MQ,N838MQ,4449,JFK,DCA,55.0,213,20.0,51.0
169155,2013,4,5,750.0,-5.0,933.0,23.0,MQ,N802MQ,4418,JFK,DCA,69.0,213,7.0,50.0
169221,2013,4,5,840.0,0.0,954.0,-20.0,9E,N928XJ,3330,JFK,DCA,42.0,213,8.0,40.0
169344,2013,4,5,1059.0,-1.0,1221.0,11.0,MQ,N512MQ,3792,JFK,DCA,49.0,213,10.0,59.0
169389,2013,4,5,1151.0,-4.0,1302.0,-8.0,MQ,N802MQ,4425,JFK,DCA,51.0,213,11.0,51.0
169549,2013,4,5,1457.0,-3.0,1633.0,-5.0,9E,N918XJ,3393,JFK,DCA,53.0,213,14.0,57.0
169558,2013,4,5,1502.0,-3.0,1648.0,18.0,MQ,N532MQ,3823,JFK,DCA,59.0,213,15.0,2.0
169683,2013,4,5,1654.0,-6.0,1820.0,-10.0,MQ,N824MQ,4410,JFK,DCA,50.0,213,16.0,54.0
169935,2013,4,5,2049.0,9.0,2201.0,1.0,MQ,N822MQ,4449,JFK,DCA,49.0,213,20.0,49.0
169945,2013,4,5,2104.0,19.0,2220.0,1.0,9E,N917XJ,3395,JFK,DCA,43.0,213,21.0,4.0
170097,2013,4,6,746.0,-9.0,901.0,-9.0,MQ,N815MQ,4418,JFK,DCA,48.0,213,7.0,46.0
170261,2013,4,6,1054.0,-6.0,1200.0,-10.0,MQ,N523MQ,3792,JFK,DCA,44.0,213,10.0,54.0
170295,2013,4,6,1152.0,-3.0,1256.0,-14.0,MQ,N815MQ,4425,JFK,DCA,48.0,213,11.0,52.0
