year_x,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute,year_y,type,manufacturer,model,engines,seats,speed,engine,date,cancellation
2013,3,18,1831.0,31.0,2004.0,47.0,B6,N265JB,1307,JFK,IAD,50.0,228,18.0,31.0,2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-18,0
2013,3,18,1916.0,6.0,2044.0,16.0,EV,N832AS,5714,JFK,IAD,47.0,228,19.0,16.0,1998.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-18,0
2013,3,18,,,,,9E,,4127,JFK,IAD,,228,,,,,,,,,,,2013-03-18,1
2013,3,19,600.0,0.0,720.0,5.0,EV,N833AS,5716,JFK,IAD,48.0,228,6.0,0.0,1998.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-19,0
2013,3,19,716.0,21.0,829.0,16.0,B6,N192JB,1305,JFK,IAD,52.0,228,7.0,16.0,2005.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-19,0
2013,3,19,1012.0,7.0,1122.0,2.0,EV,N829AS,5711,JFK,IAD,51.0,228,10.0,12.0,1998.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-19,0
2013,3,19,1417.0,22.0,1518.0,5.0,EV,N909EV,5712,JFK,IAD,44.0,228,14.0,17.0,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-19,0
2013,3,19,1456.0,-9.0,1617.0,-23.0,9E,N8933B,4105,JFK,IAD,50.0,228,14.0,56.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-19,0
2013,3,19,1757.0,-3.0,1917.0,0.0,B6,N258JB,1307,JFK,IAD,53.0,228,17.0,57.0,2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-19,0
2013,3,19,1954.0,-1.0,2127.0,-4.0,9E,N8933B,4127,JFK,IAD,49.0,228,19.0,54.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-19,0
2013,3,19,2243.0,213.0,2344.0,196.0,EV,N830AS,5714,JFK,IAD,46.0,228,22.0,43.0,1998.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-19,0
2013,3,20,708.0,13.0,822.0,9.0,B6,N266JB,1305,JFK,IAD,54.0,228,7.0,8.0,2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-20,0
2013,3,20,1004.0,-1.0,1124.0,4.0,EV,N828AS,5711,JFK,IAD,53.0,228,10.0,4.0,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-20,0
2013,3,20,1417.0,22.0,1556.0,43.0,EV,N829AS,5712,JFK,IAD,63.0,228,14.0,17.0,1998.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-20,0
2013,3,20,1455.0,-10.0,1637.0,-3.0,9E,N8970D,4105,JFK,IAD,56.0,228,14.0,55.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-20,0
2013,3,20,1759.0,-1.0,1904.0,-13.0,B6,N307JB,1307,JFK,IAD,48.0,228,17.0,59.0,2009.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-20,0
2013,3,20,1906.0,-4.0,2016.0,-12.0,EV,N836AS,5714,JFK,IAD,48.0,228,19.0,6.0,1998.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-20,0
2013,3,20,1946.0,-9.0,2117.0,-14.0,9E,N8970D,4127,JFK,IAD,53.0,228,19.0,46.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-20,0
2013,3,20,,,,,EV,N826AS,5716,JFK,IAD,,228,,,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-20,1
2013,3,21,554.0,-6.0,707.0,-8.0,EV,N877AS,5716,JFK,IAD,51.0,228,5.0,54.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-21,0
2013,3,21,647.0,-8.0,800.0,-13.0,B6,N229JB,1305,JFK,IAD,54.0,228,6.0,47.0,2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-21,0
2013,3,21,1206.0,121.0,1323.0,123.0,EV,N877AS,5711,JFK,IAD,47.0,228,12.0,6.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-21,0
2013,3,21,1412.0,17.0,1514.0,1.0,EV,N832AS,5712,JFK,IAD,46.0,228,14.0,12.0,1998.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-21,0
2013,3,21,1514.0,9.0,1634.0,-6.0,9E,N8758D,4105,JFK,IAD,49.0,228,15.0,14.0,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-21,0
2013,3,21,1751.0,-9.0,1907.0,-10.0,B6,N183JB,1307,JFK,IAD,52.0,228,17.0,51.0,2005.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-21,0
2013,3,21,1959.0,4.0,2133.0,2.0,9E,N8758D,4127,JFK,IAD,45.0,228,19.0,59.0,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-21,0
2013,3,21,,,,,EV,N820AS,5714,JFK,IAD,,228,,,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-21,1
2013,3,22,555.0,-5.0,706.0,-9.0,EV,N827AS,5716,JFK,IAD,45.0,228,5.0,55.0,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-22,0
2013,3,22,652.0,-3.0,808.0,-5.0,B6,N198JB,1305,JFK,IAD,52.0,228,6.0,52.0,2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-22,0
2013,3,22,1006.0,1.0,1125.0,5.0,EV,N827AS,5711,JFK,IAD,52.0,228,10.0,6.0,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-22,0
2013,3,22,1455.0,60.0,1617.0,64.0,EV,N825AS,5712,JFK,IAD,50.0,228,14.0,55.0,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-22,0
2013,3,22,1459.0,-6.0,1650.0,10.0,9E,N8646A,4105,JFK,IAD,51.0,228,14.0,59.0,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-22,0
2013,3,22,1810.0,10.0,1915.0,-2.0,B6,N203JB,1307,JFK,IAD,49.0,228,18.0,10.0,2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-22,0
2013,3,22,1926.0,16.0,2047.0,19.0,EV,N836AS,5714,JFK,IAD,54.0,228,19.0,26.0,1998.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-22,0
2013,3,22,1957.0,2.0,2124.0,-7.0,9E,N8646A,4127,JFK,IAD,49.0,228,19.0,57.0,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-22,0
2013,3,23,600.0,0.0,738.0,23.0,EV,N828AS,5716,JFK,IAD,50.0,228,6.0,0.0,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-23,0
2013,3,23,812.0,10.0,928.0,9.0,B6,N229JB,1305,JFK,IAD,48.0,228,8.0,12.0,2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-23,0
2013,3,23,1004.0,-1.0,1131.0,11.0,EV,N836AS,5711,JFK,IAD,49.0,228,10.0,4.0,1998.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-23,0
2013,3,23,1444.0,19.0,1609.0,26.0,EV,N825AS,5712,JFK,IAD,54.0,228,14.0,44.0,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-23,0
2013,3,23,1517.0,-3.0,1642.0,-12.0,9E,N8888D,4105,JFK,IAD,50.0,228,15.0,17.0,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-23,0
2013,3,23,1901.0,1.0,2039.0,21.0,EV,N836AS,5714,JFK,IAD,47.0,228,19.0,1.0,1998.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-23,0
2013,3,23,1950.0,-5.0,2149.0,20.0,9E,N8888D,4127,JFK,IAD,48.0,228,19.0,50.0,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-23,0
2013,3,24,756.0,-6.0,904.0,-15.0,B6,N239JB,1305,JFK,IAD,50.0,228,7.0,56.0,2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-24,0
2013,3,24,1020.0,15.0,1124.0,4.0,EV,N825AS,5711,JFK,IAD,46.0,228,10.0,20.0,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-24,0
2013,3,24,1416.0,16.0,1528.0,10.0,EV,N877AS,5712,JFK,IAD,43.0,228,14.0,16.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-24,0
2013,3,24,1459.0,-6.0,1622.0,-18.0,9E,N800AY,4105,JFK,IAD,43.0,228,14.0,59.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-24,0
2013,3,24,1845.0,45.0,1955.0,38.0,B6,N324JB,1307,JFK,IAD,48.0,228,18.0,45.0,2010.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-24,0
2013,3,24,1953.0,48.0,2114.0,51.0,EV,N877AS,5714,JFK,IAD,41.0,228,19.0,53.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-24,0
2013,3,24,2041.0,46.0,2153.0,22.0,9E,N8477R,4127,JFK,IAD,45.0,228,20.0,41.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-24,0
2013,3,24,,,,,EV,N828AS,5716,JFK,IAD,,228,,,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-24,1
2013,3,25,551.0,-9.0,702.0,-13.0,EV,N826AS,5716,JFK,IAD,48.0,228,5.0,51.0,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-25,0
2013,3,25,646.0,-9.0,759.0,-14.0,B6,N324JB,1305,JFK,IAD,52.0,228,6.0,46.0,2010.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-25,0
2013,3,25,1200.0,115.0,1328.0,128.0,EV,N829AS,5711,JFK,IAD,56.0,228,12.0,0.0,1998.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-25,0
2013,3,25,1601.0,56.0,1717.0,37.0,9E,N8698A,4105,JFK,IAD,53.0,228,16.0,1.0,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-25,0
2013,3,25,1940.0,345.0,2050.0,337.0,EV,N826AS,5712,JFK,IAD,49.0,228,19.0,40.0,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-25,0
2013,3,25,1953.0,43.0,2104.0,36.0,EV,N877AS,5714,JFK,IAD,47.0,228,19.0,53.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-25,0
2013,3,25,2040.0,160.0,2156.0,159.0,B6,N229JB,1307,JFK,IAD,52.0,228,20.0,40.0,2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-25,0
2013,3,25,,,,,9E,,4127,JFK,IAD,,228,,,,,,,,,,,2013-03-25,1
2013,3,26,557.0,-3.0,702.0,-13.0,EV,N820AS,5716,JFK,IAD,43.0,228,5.0,57.0,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-26,0
2013,3,26,651.0,-4.0,801.0,-12.0,B6,N353JB,1305,JFK,IAD,50.0,228,6.0,51.0,2012.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-26,0
2013,3,26,1013.0,8.0,1126.0,6.0,EV,N832AS,5711,JFK,IAD,47.0,228,10.0,13.0,1998.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-26,0
2013,3,26,1350.0,-5.0,1455.0,-18.0,EV,N827AS,5712,JFK,IAD,44.0,228,13.0,50.0,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-26,0
2013,3,26,1500.0,-5.0,1633.0,-7.0,9E,N8907A,4105,JFK,IAD,49.0,228,15.0,0.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-26,0
2013,3,26,1758.0,-2.0,1901.0,-16.0,B6,N238JB,1307,JFK,IAD,47.0,228,17.0,58.0,,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-26,0
2013,3,26,1904.0,-6.0,2014.0,-14.0,EV,N836AS,5714,JFK,IAD,47.0,228,19.0,4.0,1998.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-26,0
2013,3,26,1949.0,-6.0,2059.0,-32.0,9E,N8907A,4127,JFK,IAD,55.0,228,19.0,49.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-26,0
2013,3,27,554.0,-6.0,700.0,-15.0,EV,N877AS,5716,JFK,IAD,46.0,228,5.0,54.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-27,0
2013,3,27,652.0,-3.0,800.0,-13.0,B6,N249JB,1305,JFK,IAD,48.0,228,6.0,52.0,2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-27,0
2013,3,27,956.0,-9.0,1114.0,-6.0,EV,N828AS,5711,JFK,IAD,52.0,228,9.0,56.0,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-27,0
2013,3,27,1351.0,-4.0,1508.0,-5.0,EV,N829AS,5712,JFK,IAD,47.0,228,13.0,51.0,1998.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-27,0
2013,3,27,1502.0,-3.0,1630.0,-10.0,9E,N8477R,4105,JFK,IAD,49.0,228,15.0,2.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-27,0
2013,3,27,1754.0,-6.0,1917.0,0.0,B6,N334JB,1307,JFK,IAD,47.0,228,17.0,54.0,2011.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-27,0
2013,3,27,1858.0,-12.0,2027.0,-1.0,EV,N832AS,5714,JFK,IAD,50.0,228,18.0,58.0,1998.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-27,0
2013,3,27,1948.0,-7.0,2113.0,-18.0,9E,N8477R,4127,JFK,IAD,48.0,228,19.0,48.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-27,0
2013,3,28,555.0,-5.0,731.0,16.0,EV,N828AS,5716,JFK,IAD,51.0,228,5.0,55.0,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-28,0
2013,3,28,650.0,-5.0,803.0,-10.0,B6,N324JB,1305,JFK,IAD,48.0,228,6.0,50.0,2010.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-28,0
2013,3,28,1000.0,-5.0,1117.0,-3.0,EV,N836AS,5711,JFK,IAD,48.0,228,10.0,0.0,1998.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-28,0
2013,3,28,1454.0,-11.0,1629.0,-11.0,9E,N8930E,4105,JFK,IAD,43.0,228,14.0,54.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-28,0
2013,3,28,1630.0,155.0,1755.0,162.0,EV,N825AS,5712,JFK,IAD,44.0,228,16.0,30.0,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-28,0
2013,3,28,1809.0,9.0,1933.0,16.0,B6,N348JB,1307,JFK,IAD,46.0,228,18.0,9.0,2012.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-28,0
2013,3,28,1953.0,43.0,2111.0,43.0,EV,N825AS,5714,JFK,IAD,52.0,228,19.0,53.0,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-28,0
2013,3,28,2004.0,9.0,2126.0,-5.0,9E,N8588D,4127,JFK,IAD,46.0,228,20.0,4.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-28,0
2013,3,29,557.0,-3.0,714.0,-1.0,EV,N877AS,5716,JFK,IAD,48.0,228,5.0,57.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-29,0
2013,3,29,652.0,-3.0,756.0,-17.0,B6,N267JB,1305,JFK,IAD,44.0,228,6.0,52.0,2007.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-29,0
2013,3,29,1005.0,0.0,1129.0,9.0,EV,N833AS,5711,JFK,IAD,46.0,228,10.0,5.0,1998.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-29,0
2013,3,29,1359.0,4.0,1507.0,-6.0,EV,N825AS,5712,JFK,IAD,45.0,228,13.0,59.0,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-29,0
2013,3,29,1454.0,-11.0,1639.0,-1.0,9E,N8847A,4105,JFK,IAD,49.0,228,14.0,54.0,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-29,0
2013,3,29,1814.0,14.0,1920.0,3.0,B6,N238JB,1307,JFK,IAD,48.0,228,18.0,14.0,,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-29,0
2013,3,29,1923.0,13.0,2039.0,11.0,EV,N836AS,5714,JFK,IAD,50.0,228,19.0,23.0,1998.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-29,0
2013,3,29,1955.0,0.0,2111.0,-20.0,9E,N8847A,4127,JFK,IAD,52.0,228,19.0,55.0,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-29,0
2013,3,30,555.0,-5.0,657.0,-18.0,EV,N830AS,5716,JFK,IAD,44.0,228,5.0,55.0,1998.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-30,0
2013,3,30,802.0,0.0,911.0,-8.0,B6,N198JB,1305,JFK,IAD,47.0,228,8.0,2.0,2006.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-30,0
2013,3,30,1014.0,9.0,1143.0,23.0,EV,N834AS,5711,JFK,IAD,46.0,228,10.0,14.0,1998.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-30,0
2013,3,30,1435.0,10.0,1543.0,0.0,EV,N827AS,5712,JFK,IAD,45.0,228,14.0,35.0,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-30,0
2013,3,30,1512.0,-8.0,1637.0,-17.0,9E,N8659B,4105,JFK,IAD,45.0,228,15.0,12.0,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-30,0
2013,3,30,1908.0,8.0,2020.0,2.0,EV,N820AS,5714,JFK,IAD,47.0,228,19.0,8.0,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-30,0
2013,3,30,1948.0,-7.0,2056.0,-33.0,9E,N8659B,4127,JFK,IAD,46.0,228,19.0,48.0,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-30,0
2013,3,31,555.0,-5.0,658.0,-17.0,EV,N820AS,5716,JFK,IAD,45.0,228,5.0,55.0,1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-31,0
2013,3,31,637.0,-3.0,744.0,-9.0,B6,N298JB,1305,JFK,IAD,46.0,228,6.0,37.0,2009.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-31,0
2013,3,31,944.0,-15.0,1053.0,-21.0,EV,N877AS,5711,JFK,IAD,51.0,228,9.0,44.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-31,0
2013,3,31,1353.0,-7.0,1526.0,8.0,EV,N877AS,5712,JFK,IAD,57.0,228,13.0,53.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-31,0
2013,3,31,1454.0,-11.0,1619.0,-21.0,9E,N8560F,4105,JFK,IAD,48.0,228,14.0,54.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-31,0
2013,3,31,1728.0,-2.0,1847.0,-11.0,B6,N298JB,1307,JFK,IAD,48.0,228,17.0,28.0,2009.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan,2013-03-31,0
2013,3,31,1945.0,15.0,2113.0,25.0,EV,N909EV,5714,JFK,IAD,46.0,228,19.0,45.0,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-31,0
2013,3,31,2020.0,25.0,2133.0,2.0,9E,N8560F,4127,JFK,IAD,45.0,228,20.0,20.0,2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-03-31,0
2013,4,1,940.0,80.0,1051.0,67.0,9E,N8604C,4051,JFK,BWI,41.0,184,9.0,40.0,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-04-01,0
2013,4,1,1627.0,44.0,1807.0,57.0,9E,N8940E,4135,JFK,BWI,44.0,184,16.0,27.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-04-01,0
2013,4,1,1830.0,-5.0,1940.0,-10.0,MQ,N680MQ,3944,JFK,BWI,46.0,184,18.0,30.0,,,,,,,,,2013-04-01,0
2013,4,1,1938.0,39.0,2046.0,19.0,9E,N8736A,4091,JFK,BWI,43.0,184,19.0,38.0,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-04-01,0
2013,4,2,841.0,21.0,948.0,4.0,9E,N8905F,4051,JFK,BWI,43.0,184,8.0,41.0,2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-04-02,0
2013,4,2,1719.0,96.0,1848.0,98.0,9E,N8733G,4135,JFK,BWI,45.0,184,17.0,19.0,2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-04-02,0
2013,4,2,1857.0,-3.0,2023.0,-5.0,9E,N8884E,4091,JFK,BWI,39.0,184,18.0,57.0,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-04-02,0
2013,4,2,2107.0,157.0,2221.0,161.0,MQ,N655MQ,3944,JFK,BWI,39.0,184,21.0,7.0,,,,,,,,,2013-04-02,0
2013,4,3,810.0,-10.0,930.0,-14.0,9E,N8432A,4051,JFK,BWI,38.0,184,8.0,10.0,2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-04-03,0
2013,4,3,1539.0,-4.0,1722.0,12.0,9E,N8412F,4135,JFK,BWI,44.0,184,15.0,39.0,2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-04-03,0
2013,4,3,1826.0,-4.0,1947.0,7.0,MQ,N932MQ,3944,JFK,BWI,38.0,184,18.0,26.0,,,,,,,,,2013-04-03,0
2013,4,3,1951.0,51.0,2131.0,63.0,9E,N8839E,4091,JFK,BWI,34.0,184,19.0,51.0,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-04-03,0
2013,4,4,812.0,-8.0,922.0,-22.0,9E,N8839E,4051,JFK,BWI,39.0,184,8.0,12.0,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-04-04,0
2013,4,4,1544.0,1.0,1658.0,-12.0,9E,N8839E,4135,JFK,BWI,38.0,184,15.0,44.0,2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,,Turbo-fan,2013-04-04,0
